nhcci
1
1.00962436
1.02399039
1.021635605
1.045945125
1.100941161
1.143055342
1.149222117
1.240895047
1.281447802
1.371839369
1.412495919
1.448615542
1.521349994
1.618392471
1.552662278
1.5636171
1.561180658
1.53753972
1.514274815
1.568626804
1.644058641
1.784773981
1.626674839
1.499969512
1.439770855
1.429229154
1.402628088
1.441912579
1.438426594
1.446512834
1.429966459
1.456827968
1.500597007
1.541206066
1.541088387
1.576907452
1.626997975
1.595538464
1.60711693
1.590820066
1.623508716
1.644782925
1.593069803
1.627779158
1.669892066
1.735101256
1.693792936
1.719764633
1.704846847
1.706300845
1.662657558
1.631144383
1.677906117
1.679755842
1.653446877
1.617233971
1.68462835
1.734304108
1.661882654
1.674676266
1.752068388
1.844727142
1.872691373
